Mod:Item:MetaData, Localized Name
OreSpawn:OreSpawn_LeafMonsterSpawnBlock, tile.oreleafmonster.name
OreSpawn:OreSpawn_TshirtSpawnBlock, tile.oretshirt.name
OreSpawn:OreSpawn_EnderKnightSpawnBlock, tile.oreenderknight.name
OreSpawn:OreSpawn_EnderReaperSpawnBlock, tile.oreenderreaper.name
OreSpawn:OreSpawn_BeaverSpawnBlock, tile.orebeaver.name
OreSpawn:OreSpawn_UrchinSpawnBlock, tile.oreurchin.name
OreSpawn:OreSpawn_FlounderSpawnBlock, tile.oreflounder.name
OreSpawn:OreSpawn_SkateSpawnBlock, tile.oreskate.name
OreSpawn:OreSpawn_RotatorSpawnBlock, tile.orerotator.name
OreSpawn:OreSpawn_PeacockSpawnBlock, tile.orepeacock.name
OreSpawn:OreSpawn_FairySpawnBlock, tile.orefairy.name
OreSpawn:OreSpawn_DungeonBeastSpawnBlock, tile.oredungeonbeast.name
OreSpawn:OreSpawn_VortexSpawnBlock, tile.orevortex.name
OreSpawn:OreSpawn_RatSpawnBlock, tile.orerat.name
OreSpawn:OreSpawn_WhaleSpawnBlock, tile.orewhale.name
OreSpawn:OreSpawn_IrukandjiSpawnBlock, tile.oreirukandji.name
OreSpawn:OreSpawn_TRexSpawnBlock, tile.oretrex.name
OreSpawn:OreSpawn_HerculesSpawnBlock, tile.orehercules.name
OreSpawn:OreSpawn_MantisSpawnBlock, tile.oremantis.name
OreSpawn:OreSpawn_StinkySpawnBlock, tile.orestinky.name
OreSpawn:OreSpawn_EasterBunnySpawnBlock, tile.oreeasterbunny.name
OreSpawn:OreSpawn_CaterKillerSpawnBlock, tile.orecaterkiller.name
OreSpawn:OreSpawn_MolenoidSpawnBlock, tile.oremolenoid.name
OreSpawn:OreSpawn_SeaMonsterSpawnBlock, tile.oreseamonster.name
OreSpawn:OreSpawn_SeaViperSpawnBlock, tile.oreseaviper.name
OreSpawn:OreSpawn_LeonSpawnBlock, tile.oreleon.name
OreSpawn:OreSpawn_HammerheadSpawnBlock, tile.orehammerhead.name
OreSpawn:OreSpawn_RubberDuckySpawnBlock, tile.orerubberducky.name
OreSpawn:OreSpawn_CriminalSpawnBlock, tile.orecriminal.name
OreSpawn:OreSpawn_BrutalflySpawnBlock, tile.orebrutalfly.name
OreSpawn:OreSpawn_NastysaurusSpawnBlock, tile.orenastysaurus.name
OreSpawn:OreSpawn_PointysaurusSpawnBlock, tile.orepointysaurus.name
OreSpawn:OreSpawn_CricketSpawnBlock, tile.orecricket.name
OreSpawn:OreSpawn_FrogSpawnBlock, tile.orefrog.name
OreSpawn:OreSpawn_SpiderDriverSpawnBlock, tile.orespiderdriver.name
OreSpawn:OreSpawn_CrabSpawnBlock, tile.orecrab.name
OreSpawn:OreSpawn_OreSaltBlock, tile.oresalt.name
OreSpawn:OreSpawn_RTPBlock, tile.blockteleport.name
OreSpawn:OreSpawn_MoleDirtBlock, tile.moledirt.name
OreSpawn:OreSpawn_OreTitaniumBlock, tile.oretitanium.name
OreSpawn:OreSpawn_OreUraniumBlock, tile.oreuranium.name
OreSpawn:OreSpawn_BlockTitaniumBlock, tile.blocktitanium.name
OreSpawn:OreSpawn_BlockMobzillaScaleBlock, tile.blockmobzillascale.name
OreSpawn:OreSpawn_BlockUraniumBlock, tile.blockuranium.name
OreSpawn:OreSpawn_LavafoamBlock, tile.lavafoam.name
OreSpawn:OreSpawn_OreRubyBlock, tile.oreruby.name
OreSpawn:OreSpawn_BlockRubyBlock, tile.blockruby.name
OreSpawn:OreSpawn_OreAmethystBlock, tile.oreamethyst.name
OreSpawn:OreSpawn_BlockAmethystBlock, tile.blockamethyst.name
OreSpawn:OreSpawn_CrystalPinkBlock, tile.crystalpink_block.name
OreSpawn:OreSpawn_TigersEyeBlock, tile.tigerseye_block.name
OreSpawn:OreSpawn_PizzaBlock, tile.pizza.name
OreSpawn:OreSpawn_DuctTapeBlock, tile.ducttape.name
OreSpawn:OreSpawn_OreCrystalStoneBlock, tile.crystalstone.name
OreSpawn:OreSpawn_OreCrystalRatBlock, tile.crystalrat.name
OreSpawn:OreSpawn_OreRedAntTrollBlock, tile.redanttroll.name
OreSpawn:OreSpawn_OreTermiteTrollBlock, tile.termitetroll.name
OreSpawn:OreSpawn_OreCrystalFairyBlock, tile.crystalfairy.name
OreSpawn:OreSpawn_OreCrystalCoalBlock, tile.crystalcoal.name
OreSpawn:OreSpawn_OreCrystalGrassBlock, tile.crystalgrass.name
OreSpawn:OreSpawn_OreCrystalCrystalBlock, tile.crystalcrystal.name
OreSpawn:OreSpawn_OreTigersEyeBlock, tile.tigerseye.name
OreSpawn:OreSpawn_CrystalPlanksBlock, tile.crystalplanks.name
OreSpawn:OreSpawn_CrystalWorkbenchBlock, tile.crystalworkbench.name
OreSpawn:OreSpawn_CrystalFurnaceBlock, tile.crystalfurnace.name
OreSpawn:OreSpawn_CrystalFurnaceOnBlock, tile.crystalfurnace.name
OreSpawn:OreSpawn_StrawberryPlant, Unnamed Block, report to mod author.
OreSpawn:OreSpawn_RadishPlant, Unnamed Block, report to mod author.
OreSpawn:OreSpawn_RicePlant, Unnamed Block, report to mod author.
OreSpawn:OreSpawn_ButterflyPlant, Unnamed Block, report to mod author.
OreSpawn:OreSpawn_MothPlant, Unnamed Block, report to mod author.
OreSpawn:OreSpawn_MosquitoPlant, Unnamed Block, report to mod author.
OreSpawn:OreSpawn_FireflyPlant, Unnamed Block, report to mod author.
OreSpawn:OreSpawn_CornPlant1, tile.corn_0.name
OreSpawn:OreSpawn_CornPlant2, tile.corn_1.name
OreSpawn:OreSpawn_CornPlant3, tile.corn_2.name
OreSpawn:OreSpawn_CornPlant4, tile.corn_3.name
OreSpawn:OreSpawn_QuinoaPlant1, tile.quinoa_0.name
OreSpawn:OreSpawn_QuinoaPlant2, tile.quinoa_1.name
OreSpawn:OreSpawn_QuinoaPlant3, tile.quinoa_2.name
OreSpawn:OreSpawn_QuinoaPlant4, tile.quinoa_3.name
OreSpawn:OreSpawn_TomatoPlant1, tile.tomato_0.name
OreSpawn:OreSpawn_TomatoPlant2, tile.tomato_1.name
OreSpawn:OreSpawn_TomatoPlant3, tile.tomato_2.name
OreSpawn:OreSpawn_TomatoPlant4, tile.tomato_3.name
OreSpawn:OreSpawn_LettucePlant1, tile.lettuce_0.name
OreSpawn:OreSpawn_LettucePlant2, tile.lettuce_1.name
OreSpawn:OreSpawn_LettucePlant3, tile.lettuce_2.name
OreSpawn:OreSpawn_LettucePlant4, tile.lettuce_3.name
OreSpawn:OreSpawn_AppleLeaves, tile.leaves_apple.name
OreSpawn:OreSpawn_ExperienceLeaves, tile.leaves_experience.name
OreSpawn:OreSpawn_ScaryLeaves, tile.leaves_scary.name
OreSpawn:OreSpawn_CherryLeaves, tile.leaves_cherry.name
OreSpawn:OreSpawn_PeachLeaves, tile.leaves_peach.name
OreSpawn:OreSpawn_SkyTreeLog, tile.skytreelog.name
OreSpawn:OreSpawn_DuplicatorLog, tile.duplicatortreelog.name
OreSpawn:OreSpawn_ExperiencePlant, tile.experiencesapling.name
OreSpawn:OreSpawn_CrystalPlant, tile.crystalsapling.name
OreSpawn:OreSpawn_CrystalPlant2, tile.crystalsapling2.name
OreSpawn:OreSpawn_CrystalPlant3, tile.crystalsapling3.name
OreSpawn:OreSpawn_FlowerPink, tile.flower_pink.name
OreSpawn:OreSpawn_FlowerBlue, tile.flower_blue.name
OreSpawn:OreSpawn_FlowerBlack, tile.flower_black.name
OreSpawn:OreSpawn_FlowerScary, tile.flower_scary.name
OreSpawn:OreSpawn_CrystalFlowerRed, tile.crystalflower_red.name
OreSpawn:OreSpawn_CrystalFlowerGreen, tile.crystalflower_green.name
OreSpawn:OreSpawn_CrystalFlowerBlue, tile.crystalflower_blue.name
OreSpawn:OreSpawn_CrystalFlowerYellow, tile.crystalflower_yellow.name
OreSpawn:OreSpawn_CrystalLeaves, tile.crystaltreeleaves.name
OreSpawn:OreSpawn_CrystalLeaves2, tile.crystaltreeleaves2.name
OreSpawn:OreSpawn_CrystalLeaves3, tile.crystaltreeleaves3.name
OreSpawn:OreSpawn_CrystalTreeLog, tile.crystaltreelog.name
OreSpawn:OreSpawn_ExtremeTorch, tile.extremetorch.name
OreSpawn:OreSpawn_CrystalTorch, tile.crystaltorch.name
OreSpawn:OreSpawn_KrakenRepellent, tile.krakenrepellent.name
OreSpawn:OreSpawn_CreeperRepellent, tile.creeperrepellent.name
OreSpawn:OreSpawn_Island, tile.island.name
OreSpawn:OreSpawn_KingSpawner, tile.kingspawner.name
OreSpawn:OreSpawn_QueenSpawner, tile.queenspawner.name
OreSpawn:OreSpawn_DungeonSpawner, tile.dungeonspawner.name
OreSpawn:OreSpawn_EnderPearlBlock, tile.blockenderpearl.name
OreSpawn:OreSpawn_EyeOfEnderBlock, tile.blockeyeofender.name
OreSpawn:OreSpawn_AntBlock, tile.AntBlock.name
OreSpawn:OreSpawn_RedAntBlock, tile.RedAntBlock.name
OreSpawn:OreSpawn_TermiteBlock, tile.TermiteBlock.name
OreSpawn:OreSpawn_CrystalTermiteBlock, tile.CrystalTermiteBlock.name
OreSpawn:OreSpawn_RainbowAntBlock, tile.RainbowAntBlock.name
OreSpawn:OreSpawn_UnstableAntBlock, tile.UnstableAntBlock.name
rftools:machineFrame, Machine Frame
rftools:machineBase, Machine Base
rftools:rfMonitorBlock, RF Monitor
rftools:liquidMonitorBlock, Liquid Monitor
rftools:crafterBlock1, Crafter Tier 1
rftools:crafterBlock2, Crafter Tier 2
rftools:crafterBlock3, Crafter Tier 3
rftools:relayBlock, Power Relay
rftools:itemFilterBlock, Item Filter
rftools:dimletFilterBlock, Dimlet Filter
rftools:storageScannerBlock, Storage Scanner
rftools:machineInfuserBlock, Machine Infuser
rftools:environmentalControllerBlock, Environmental Controller
rftools:spawnerBlock, Spawner
rftools:matterBeamerBlock, Matter Beamer
rftools:volcanicCoreBlock, Volcanic Core
rftools:volcanicBlock, Volcanic Block
rftools:screenBlock, Screen
rftools:screenHitBlock, Screen
rftools:screenControllerBlock, Screen Controller
rftools:dimletResearcherBlock, Dimlet Researcher
rftools:dimletScramblerBlock, Dimlet Scrambler
rftools:dimensionEnscriberBlock, Dimension Enscriber
rftools:dimensionBuilderBlock, Dimension Builder
rftools:creativeDimensionBuilderBlock, Creative Dimension Builder
rftools:dimensionEditorBlock, Dimension Editor
rftools:dimensionMonitorBlock, Dimension Monitor
rftools:dimensionalShardBlock, Dimensional Shard Ore
rftools:dimensionalBlankBlock, Dimensional Blank Block
rftools:dimensionalBlock, Dimensional Block
rftools:dimensionalSmallBlocks, Dimensional Small Blocks
rftools:dimensionalCrossBlock, Dimensional Cross Block
rftools:dimensionalCross2Block, Dimensional Cross 2 Block
rftools:dimensionalPattern1Block, Dimensional Pattern 1 Block
rftools:dimensionalPattern2Block, Dimensional Pattern 2 Block
rftools:activityProbeBlock, Activity Probe
rftools:energyExtractorBlock, Energy Extractor
rftools:matterTransmitterBlock, Matter Transmitter
rftools:matterReceiverBlock, Matter Receiver
rftools:dialingDeviceBlock, Dialing Device
rftools:simpleDialerBlock, Simple Dialer
rftools:destinationAnalyzerBlock, Destination Analyzer
rftools:matterBoosterBlock, Matter Booster
rftools:endergenicBlock, Endergenic Generator
rftools:pearlInjectorBlock, Pearl Injector
rftools:enderMonitorBlock, Ender Monitor
rftools:sequencerBlock, Sequencer
rftools:timerBlock, Timer
rftools:counterBlock, Counter
rftools:redstoneTransmitterBlock, Redstone Transmitter
rftools:redstoneReceiverBlock, Redstone Receiver
rftools:shieldBlock, Shield Projector Tier 1
rftools:shieldBlock2, Shield Projector Tier 2
rftools:shieldBlock3, Shield Projector Tier 3
rftools:shieldBlock4, Shield Projector Tier 4
rftools:invisibleShieldBlock, Invisible Shield Block
rftools:noTickInvisibleShieldBlock, Invisible Shield Block
rftools:solidShieldBlock, Solid Shield Block
rftools:noTickolidShieldBlock, Solid Shield Block
rftools:shieldTemplateBlock:0, Shield Template
rftools:shieldTemplateBlock:1, Shield Template
rftools:shieldTemplateBlock:2, Shield Template
rftools:shieldTemplateBlock:3, Shield Template
rftools:dimletWorkbenchBlock, Dimlet Workbench
rftools:biomeAbsorberBlock, Biome Absorber
rftools:materialAbsorberBlock, Material Absorber
rftools:liquidAbsorberBlock, Liquid Absorber
rftools:timeAbsorberBlock, Time Absorber
rftools:proxyBlock, Proxy Block
rftools:spaceChamberBlock, Space Chamber Corner Block
rftools:spaceChamberControllerBlock, Space Chamber Controller Block
rftools:spaceProjectorBlock, Space Projector Block (WIP)
rftools:builderBlock, Builder Block
rftools:supportBlock, Support Block
rftools:blockProtectorBlock, Block Protector
rftools:modularStorageBlock, Modular Storage
rftools:remoteStorageBlock, Remote Storage
rftools:securityManagerBlock, Security Manager
runicdungeons:tile.runicBrick:0, Dungeon Bricks (Unbreakable)
runicdungeons:tile.runicBrick:1, Mossy Dungeon Bricks (Unbreakable)
runicdungeons:tile.runicBrick:2, Cracked Dungeon Bricks (Unbreakable)
runicdungeons:tile.runicBrick:3, Runic Dungeon Bricks (Unbreakable)
runicdungeons:tile.runicBrick:4, Mossy Runic Dungeon Bricks (Unbreakable)
runicdungeons:tile.runicBrick:5, Cracked Runic Dungeon Bricks (Unbreakable)
runicdungeons:tile.demonicBrick:0, Demonic Bricks (Unbreakable)
runicdungeons:tile.demonicBrick:1, Runic Demonic Bricks (Unbreakable)
runicdungeons:tile.survivalRunicBrick:0, Dungeon Bricks
runicdungeons:tile.survivalRunicBrick:1, Mossy Dungeon Bricks
runicdungeons:tile.survivalRunicBrick:2, Cracked Dungeon Bricks
runicdungeons:tile.survivalRunicBrick:3, Runic Dungeon Bricks
runicdungeons:tile.survivalRunicBrick:4, Mossy Runic Dungeon Bricks
runicdungeons:tile.survivalRunicBrick:5, Cracked Runic Dungeon Bricks
runicdungeons:tile.survivalDemonicBrick:0, Demonic Bricks
runicdungeons:tile.survivalDemonicBrick:1, Runic Demonic Bricks
runicdungeons:tile.obsidianRunicBrick:0, Dungeon Bricks (Obsidian Infused)
runicdungeons:tile.obsidianRunicBrick:1, Mossy Dungeon Bricks (Obsidian Infused)
runicdungeons:tile.obsidianRunicBrick:2, Cracked Dungeon Bricks (Obsidian Infused)
runicdungeons:tile.obsidianRunicBrick:3, Runic Dungeon Bricks (Obsidian Infused)
runicdungeons:tile.obsidianRunicBrick:4, Mossy Runic Dungeon Bricks (Obsidian Infused)
runicdungeons:tile.obsidianRunicBrick:5, Cracked Runic Dungeon Bricks (Obsidian Infused)
runicdungeons:tile.witherRunicBrick:0, Dungeon Bricks (WitherBoss-Proof)
runicdungeons:tile.witherRunicBrick:1, Mossy Dungeon Bricks (WitherBoss-Proof)
runicdungeons:tile.witherRunicBrick:2, Cracked Dungeon Bricks (WitherBoss-Proof)
runicdungeons:tile.witherRunicBrick:3, Runic Dungeon Bricks (WitherBoss-Proof)
runicdungeons:tile.witherRunicBrick:4, Mossy Runic Dungeon Bricks (WitherBoss-Proof)
runicdungeons:tile.witherRunicBrick:5, Cracked Runic Dungeon Bricks (WitherBoss-Proof)
runicdungeons:tile.runicLamp, Runic Lamp (Unbreakable)
runicdungeons:tile.runicPillar, Runic Pillar (Unbreakable)
runicdungeons:tile.survivalRunicLamp, Runic Lamp
runicdungeons:tile.survivalRunicPillar, Runic Pillar
runicdungeons:tile.runicGlass, Runic Glass
runicdungeons:tile.runicObsidianGlass, Runic Glass (Obsidian Infused)
runicdungeons:tile.runicKeyhole, Dungeon Keyhole
runicdungeons:tile.runeSpawner, Guardian Spawner
runicdungeons:tile.runicCircle, Mysterious Runes
runicdungeons:tile.runicCircleSmall, Mysterious Runes
runicdungeons:tile.runicCircleLarge, Mysterious Runes
runicdungeons:tile.runicPortal, Runic Dungeons Portal
runicdungeons:tile.spikeTrap, Dungeon Bricks (Unbreakable)
runicdungeons:tile.witherRunicGlass, Runic Glass (WitherBoss-Proof)
runicdungeons:tile.chaoticSand, Chaotic Sands
runicdungeons:tile.compressedObsidian, Compressed Obsidian
runicdungeons:tile.ancientBookshelf, Ancient Bookshelf
runicdungeons:tile.rottingSlab, Rotting Slab
runicdungeons:tile.rottingLadder, Rotting Ladder
runicdungeons:tile.runicSteelBlock, Runic Steel Block
runicdungeons:tile.corridorKeyhole, Dungeon Keyhole
tinkersdefense:block_crestmount, Crest Mount
tinkersdefense:block_armoranvil, Finishing Anvil
tinkersdefense:block_jewelersbench, Jeweler's Bench (WIP)
tinkersdefense:aeonsteelblock, Aeonsteel Block
tinkersdefense:queensgoldblock, Queen's Gold Block
tinkersdefense:dogbeariumblock, Dogbearium Block
tinkersdefense:redmintblock, Red Mint Block
tinkersdefense:greenmintblock, Green Mint Block
tinkersdefense:moltenaeonsteel, Molten Aeonsteel
tinkersdefense:moltenqueensgold, Molten Queen's Gold
tinkersdefense:moltendogbearium, Molten Dogbearium
tinkersdefense:moltenredmint, Molten Red Mint
tinkersdefense:moltengreenmint, Molten Green Mint
tinkersdefense:Unstable:0, Unstable Ice
tinkersdefense:Unstable:1, Unstable Obsidian
tinkersdefense:Block_GlowCrumbs, Glowstone Crumbs
waystones:waystone, Waystone
witchery:belladonna, Belladonna
witchery:mandrake, Mandrake
witchery:artichoke, Water Artichoke
witchery:snowbell, Snowbell
witchery:wormwood, Wormwood
witchery:mindrake, Minedrake
witchery:wolfsbane, Wolfsbane
witchery:garlicplant, Garlic
witchery:witchsapling:0, Rowan Sapling
witchery:witchsapling:1, Alder Sapling
witchery:witchsapling:2, Hawthorn Sapling
witchery:witchlog:0, Rowan Wood
witchery:witchlog:1, Alder Wood
witchery:witchlog:2, Hawthorn Wood
witchery:witchleaves:0, Rowan Leaves
witchery:witchleaves:1, Alder Leaves
witchery:witchleaves:2, Hawthorn Leaves
witchery:voidbramble, Void Bramble
witchery:bramble:0, Ender Bramble
witchery:bramble:1, Wild Bramble
witchery:glintweed, Glint Weed
witchery:spanishmoss, Spanish Moss
witchery:leapinglily, Leaping Lily
witchery:plantmine:0, Poppy of Webs
witchery:plantmine:1, Poppy of Ink
witchery:plantmine:2, Poppy of Thorns
witchery:plantmine:3, Poppy of Sprouting
witchery:plantmine:4, Dandelion of Webs
witchery:plantmine:5, Dandelion of Ink
witchery:plantmine:6, Dandelion of Thorns
witchery:plantmine:7, Dandelion of Sprouting
witchery:plantmine:8, Shrub of Webs
witchery:plantmine:9, Shrub of Ink
witchery:plantmine:10, Shrub of Thorns
witchery:plantmine:11, Shrub of Sprouting
witchery:embermoss, Ember Moss
witchery:crittersnare:0, Critter Snare
witchery:grassper, Grassper
witchery:bloodrose, Blood Poppy
witchery:somniancotton, Wispy Cotton
witchery:web, Web
witchery:vine, Vine
witchery:cactus, Cactus
witchery:lilypad, tile.lilypad.name
witchery:demonheart, Demon Heart
witchery:wolfhead:0, Wolf Head
witchery:wolfhead:1, Hellhound Head
witchery:witchwood:0, Rowan Planks
witchery:witchwood:1, Alder Planks
witchery:witchwood:2, Hawthorn Planks
witchery:stairswoodrowan, Rowan Stairs
witchery:stairswoodalder, Alder Stairs
witchery:stairswoodhawthorn, Hawthorn Stairs
witchery:witchwoodslab:0, Rowan Slab
witchery:witchwoodslab:1, Alder Slab
witchery:witchwoodslab:2, Hawthorn Slab
witchery:witchwooddoubleslab:0, Rowan Slab
witchery:witchwooddoubleslab:1, Alder Slab
witchery:witchwooddoubleslab:2, Hawthorn Slab
witchery:rowanwooddoor, Rowan Wood Door
witchery:alderwooddoor, Alder Wood Door
witchery:chalice, Chalice
witchery:candelabra, Candelabra
witchery:placeditem, tile.witchery:placeditem.name
witchery:alluringskull, Alluring Skull
witchery:wickerbundle:0, Wicker Bundle
witchery:wickerbundle:1, Bloodied Wicker Bundle
witchery:glowglobe, Glow Globe
witchery:statuegoddess, Statue of The Goddess
witchery:stockade:0, Oak Stockade
witchery:stockade:1, Spruce Stockade
witchery:stockade:2, Birch Stockade
witchery:stockade:3, Jungle Stockade
witchery:stockade:4, Rowan Stockade
witchery:stockade:5, Alder Stockade
witchery:stockade:6, Hawthorn Stockade
witchery:stockade:7, Acacia Stockade
witchery:stockade:8, Dark Oak Stockade
witchery:icestockade:0, Ice Stockade
witchery:perpetualice, Perpetual Ice
witchery:icedoor, Ice Door
witchery:icestairs, Ice Stairs
witchery:iceslab:0, Ice Slab
witchery:icedoubleslab:0, Ice Slab
witchery:icefence, Ice Fence
witchery:icefencegate, Ice Gate
witchery:icepressureplate, Ice Pressure Plate
witchery:snowpressureplate, Snow Pressure Plate
witchery:snowstairs, Snow Stairs
witchery:snowslab:0, Snow Slab
witchery:snowdoubleslab:0, Snow Slab
witchery:infinityegg, Infinity Egg
witchery:slurp, tile.witchery:slurp.name
witchery:pitdirt, Dirt
witchery:pitgrass, Grass
witchery:garlicgarland, Garlic Garland
witchery:bloodedwool, Blood-stained Wool
witchery:shadedglass:0, White Shaded Glass
witchery:shadedglass:1, Orange Shaded Glass
witchery:shadedglass:2, Magenta Shaded Glass
witchery:shadedglass:3, Light Blue Shaded Glass
witchery:shadedglass:4, Yellow Shaded Glass
witchery:shadedglass:5, Lime Shaded Glass
witchery:shadedglass:6, Pink Shaded Glass
witchery:shadedglass:7, Gray Shaded Glass
witchery:shadedglass:8, Silver Shaded Glass
witchery:shadedglass:9, Cyan Shaded Glass
witchery:shadedglass:10, Purple Shaded Glass
witchery:shadedglass:11, Blue Shaded Glass
witchery:shadedglass:12, Brown Shaded Glass
witchery:shadedglass:13, Green Shaded Glass
witchery:shadedglass:14, Red Shaded Glass
witchery:shadedglass:15, Black Shaded Glass
witchery:shadedglass_active:0, White Shaded Glass
witchery:shadedglass_active:1, Orange Shaded Glass
witchery:shadedglass_active:2, Magenta Shaded Glass
witchery:shadedglass_active:3, Light Blue Shaded Glass
witchery:shadedglass_active:4, Yellow Shaded Glass
witchery:shadedglass_active:5, Lime Shaded Glass
witchery:shadedglass_active:6, Pink Shaded Glass
witchery:shadedglass_active:7, Gray Shaded Glass
witchery:shadedglass_active:8, Silver Shaded Glass
witchery:shadedglass_active:9, Cyan Shaded Glass
witchery:shadedglass_active:10, Purple Shaded Glass
witchery:shadedglass_active:11, Blue Shaded Glass
witchery:shadedglass_active:12, Brown Shaded Glass
witchery:shadedglass_active:13, Green Shaded Glass
witchery:shadedglass_active:14, Red Shaded Glass
witchery:shadedglass_active:15, Black Shaded Glass
witchery:mirrorwall, Mirror Surface
witchery:refillingchest, Chest
witchery:force, Solid
witchery:tormentstone, Torment Stone
witchery:barrier, Barrier
witchery:leechchest, Leech Chest
witchery:altar, Altar
witchery:kettle, Kettle
witchery:poppetshelf, Poppet Shelf
witchery:dreamcatcher, Dream Weaver
witchery:crystalball, Crystal Ball
witchery:spiritportal, Spirit Portal
witchery:tormentportal, Torment Portal
witchery:spinningwheel, Spinning Wheel
witchery:brazier, Brazier
witchery:witchesovenidle, Witches Oven
witchery:witchesovenburning, Witches Oven
witchery:fumefunnel, Fume Funnel
witchery:filteredfumefunnel, Filtered Fume Funnel
witchery:distilleryidle, Distillery
witchery:distilleryburning, Distillery
witchery:scarecrow, Scarecrow
witchery:trent, Trent Effigy
witchery:witchsladder, Witch's Ladder
witchery:decurseteleport, Statue of Occluded Summons
witchery:decursedirected, Statue of Broken Curses
witchery:statueofworship, Statue of Hobgoblin Patron
witchery:cauldron, Witch's Cauldron
